post	label	language
l’inclusion de la diversité ne veut pas dire acquiescer à l’obscurantisme. en refusant de dénoncer l’islam politiqu… @url	0	french
bizzarement y’a que des renois qui m’insultent serai ce les plus grosses putes de l’univers? mdr	1	french
@user @user ben toi aussi te dira de te reconvertir quand pour raison x ou un groupe de d... @url	0	french
le « sale juif » mis en avant contrairement aux autres mdr #lejouroujaibrulemoncoeur	1	french
@user faut passer outre . c'est pareil pour moi je m'y attarde peu ...	0	french
@user l'endoctrinement gauchiste fonctionne plein pot sur des cliches leur pille leurs richesses le... @url	0	french
@user @user fallait pas rêver que quelqu un attarde vendredi... un.petit effort elle sera operat… @url	0	french
@user surtout les arabes. ils sont parfait pour le sport en plus ce sont des  buveurs de vent avec leurs… @url	1	french
@user hsksjsh ouais pourquoi pas mais bon les renois ils sont 3ème dans mon classement	0	french
@user @user ah ben cest difficile quand connait que les smartphones le beton et les immeubles	0	french
@user @user exterminer pour ne pas les faire souffrir. ca rappelle la deuxieme guerre mondiale ca	0	french
@user j’avoue souffre trop nous étudiants renois. force à toi est ensemble !!! @url	0	french
@user surtout les noirs et les arabes au pire ils auront leur entretien mais qd le mec verra leur tête à ce m… @url	0	french
pour être considéré militant antiracisme il faut faire seulement deux choses :	0	french
elle parlait sa pote et lui dit c'est un renoi.. ah… @url	0	french
le gauchiste francais veut resoudre les problemes du monde defaut de resoudre les problemes chez lui ...donneur @url	0	french
@user @user @user @user @user juste un gauchiste toujours à donner des leçons de morale	0	french
si zemmour disait la vérité  le terrorisme se réclame de l'islam il n'aurait pas pu finir sa phrase. onpc se couc… @url	0	french
allez nique ta mère sale juif @url	1	french
quand la steppe est trop grande c'est le vent qui porte les nouvelles  proverbe mongol daté d'avant twitter....	0	french
@user @user @user non mais le gauchiste est très long dans la compromette...	0	french
les renois et leurs flow c'est tellement une douceur pour les yeux :))	0	french
@user @user le négationnisme du racisme anti-blanc de l'islamo-gauchiste @user la même argume… @url	1	french
@user @user @user l'islam interdit formellement le terrorisme. ceux qui connaissent l'histoi… @url	0	french
gâteaux rebeus : étape 1 @url	1	french
@user @user @user fin du game je m’attarde pas avec des gens qui parle sans savoir merci au r… @url	0	french
le sénateur pillon est contre l’avortement contre le mariage gay contre le divorce et contre les pensions aliment… @url	1	french
non ! n'en veut pas de ces migrants économiques ! trop c'est trop . il est plus urgent d'imposer des mesures dr… @url	0	french
t’es le passe temps des rebeu sale meuf sait que t’aime les arabes — tjrs l’affût du moindre de mes tweets toi… @url	0	french
@user @user l’islamisation en marche ! la pauvreté généralisée partout en france.	1	french
les rebeus que je ne connais ni d’Ève ni d’adam (oui expression de vieille) arrêtez de rajouter sur fb ça n’arr… @url	1	french
@user oui j'suis gentille moi je m'attarde pas sur le physique	0	french
@user @user @user @user @user gros j'en ai marre que les renois cherche du regard a… @url	0	french
l'islamisation de la france en pleine expansionle résultat de l'infiltration des musulmans ds ts les strates de la… @url	0	french
vos renois d’1m95 110kg qui lâchent des tweets fruités dirait makassy	0	french
flm des meufs attardé qui ce tartine tt l’es matin	0	french
@user @user ce n'est pas une théorie du complot. c'est peut-être récupéré par les fachos mais l'éc… @url	0	french
@user @user @user la bonne pote gauchiste de chirio	0	french
qué mongol ce germain il court jusqu’au champs Élysée au lieu de rester placé devant les cages	0	french
quand des experts arabes éclairent l'islam du xxème siècle &gt; dirigé par #arabiesaoudite + épuration la mecque nou… @url	0	french
@user ptdrrr merci gauchiste pref	0	french
@user @user @user ben exactement	0	french
il n'y pas d'islamisation de la france.	1	french
@user je vous le demande faites en sortes de bloquer l'argent volé aux africains qui est caché dans vos b… @url	0	french
l'attardé de medelin qui tue le match	0	french
il dit ça en faisant valoir le vocabulaire de la gauche attardé qui nous entoure depuis tant d'années.	0	french
les migrants ne gagnent/reçoivent pas davantage de l'état que les p… @url	0	french
@user @user l’islam valide le terrorisme et ne s’y oppose pas ce que fait daesh n’est absolument pas e… @url	1	french
@user app de mongol	1	french
@user @user selon toi doit laisser les enfants se traiter l'autre de sale arabe ou de sale blanche ? drôle d'éducation	1	french
s'attarde trop sur le côté médical avec les hôtes	0	french
et... quelques autres clips sur lesquels il faut que je m'attarde un peu plus. x)	0	french
@user @user tout comme le terrorisme car l'islam est une religion qui prône la paix. le prophète sallah… @url	0	french
t’aime pas les meufs renois ? — bah pourquoi je les aimerai pas ? @url	1	french
@user hahaha mais en même temps la cisphobie n'existe pas donc il pourra jamais comprendre vraiment ce que ça fait ?	0	french
le nouvel eldorado des rebeus c plus le trading mtn c'est l'aéroport	1	french
@user @user tout à fait d'accord pour summoning! comme ca s'attarde sur le côté sombre du seigne… @url	0	french
@user @user le chercheur qui diriger cette etude que tu n'as sans doute pas lu precise bie... @url	0	french
d’où sont originaires la plupart des #réfugiés ? les deux tiers des réfugiés proviennent de cinq pays seulement :… @url	0	french
@user @user donc en fait pour proteger les especes animales vous les condamnez l'extinction... @url	0	french
@user @user @user machin à lunettes va se faire une fois ramasser par des migrants et il pleurera. fran… @url	0	french
rt @user @user @user zohra madame est une islamo gauchiste ils ne rigolent que des blancs asservis et des dhimmis	0	french
dc en fait au ils n'ont tjrs légalisé l'avortement ça reste un sujet tabou. par contre ça fait 4ans qu'on appren… @url	0	french
pour ça heureusement j’ai mon côté italien qui sauve les rebeus entre nous c trop grave @url	1	french
@user @user un peu trop de violence à mon goût	0	french
j'suis pas un gauchiste mais la il 100% raison. c'est inadmissible @user les poissons ont besoin de plus @url	0	french
migraction 59 en faveur des migrants de calais @url via @user	1	french
@user @user @user et vous vous êtes contres la pma pour tout le monde et contre l’avortement. el… @url	0	french
les renois vous abusez à tomber au milieu de la piste de bowling	1	french
en tout cas les mariages renois c'est vraiment les meilleurs	0	french
déjà d’où tu te permet de venir traiter ? et alors je préfère les renois toi c’est quoi ton soucis ? c’est inter… @url	0	french
t’as vla les potes renois pour un rebeu — mdr ça veut dire quoi ça est tous pareil gros @url	0	french
@user si vous arrivez m'expliquer ce qu'est l'extreme droite sans les lieux communs et la propagande gauchiste ca m...interesse	0	french
@user @user @user les arabes empruntent le zéro aux indiens au ix eme siècle !!!	0	french
ceux qui sont contre l'avortement sont ceux-là mêmes qui sont pour la peine de mort	1	french
@user sale arabe arrête d'envahir nos pays violer nos filles et voler notre travaille !	1	french
@user @user le terrorisme intellectuel serait ici de dire : « définition décoloniale du racisme est exclus… @url	0	french
j'adore voir la eternalfreedom si prompt à défendre les palestiniens avec ses copains rebeus et qui se retrouve bie… @url	0	french
c'est moi attardé ! je suis tombé !	1	french
@user j'aime pas la violence	0	french
@user @user le bobo citadin pleure parce qu'1 vache va finir en steak dans nos assiettesil s... @url	0	french
1 - que des prénoms arabes.	1	french
manœuvre gauchiste habituelle : @user essaye de détourner l'attention portée sur #nickconrad en utilisant… @url	1	french
t’piétine ta mère pour un « sale noir sale arabe »	1	french
@user j’avais vu ça dans une de tes vidéos déjà mais j’m’y était pas attardé c’est futbin de pes en fait mais en mieux :p	0	french
@user c’est comme si tu disais islam =terrorisme	0	french
marine le pen au pouvoir pour fermer les frontières expulser tous les clandestins les migrants retirer les papiers… @url	0	french
@user @user @user et dites aussi vive le front national pendant que vous etes ! c'est une... @url	0	french
y’a que sur twitter que les noirs font du bruit par allah dehors jamais vu un noir dire sale arabe ou l’inverse hein	1	french
liverpool l’islam le psg le terrorisme fuck nasser	1	french
voilà ce qui se passe aujourd'hui dans nos forêts françaises la violence à l'état pur ! les bou…	0	french
ce n’est pas tous les renois qui suivent son raisonnement ne l’insulte pas tu perds des hassanets pour rien @url	0	french
dégoût dégoût dégoût. mais il faut accueillir les migrants africains alors qu' ils ont des richesses et pourrai… @url	1	french
rt @user meilleure amie sort avec un enfant attarde qui aime la neige...  @url	0	french
aubenas (07) : manifestation en soutien aux migrants ce samedi 22 septembre 2018 à partir de 9h sur la place du mar… @url	0	french
nous les noirs les rebeus veut tous les éradiquer…	1	french
@user @user ils sous entend que les bobo gauchiste dont il parle sont tous des islamo-gauchiste des gens… @url	0	french
pourquoi les marocaines et les renois au pays bas elles sont toujours belles? injustice @url	0	french
@user une féministe qui te parle d'irl.	0	french
@user ça change pas que qd mm un mongol	0	french
@user @user c...est vrai que les anchois sont aller sur la lune et invente de million de technologie !	0	french
@user Être de gauche voir gauchiste n'est pas un crime non plus.	0	french
@user mdr personnellement je ne m’attarde pas next directe.	0	french
@user tu sauras que ca s'appelle la chaine alimentaire apprend ca l'ecole	0	french
@user @user @user s'il l'a fait c'est pour ton bien. le gauchiste sait ce qui est bon pour toi.	1	french
@user @user un gauchiste qui préfère essayer de récupérer les dernières voies des socialistes en fe… @url	0	french
@user est quand même sur l'équivalent les boulangers vous expliquent pourquoi ils sont contre l'avortement… @url	0	french
des noirs au milieu des rebeus pour la technique c’est mon lyon ça @url	1	french
rt @user fort interessant que ce soit gauchiste que de faire payer les pollueurs pour la pollution que leurs industries produisent	0	french
@user @user @user non je préfère juste que tu arrêtes d'employer ton vocabulaire de gauchiste (c… @url	0	french
@user @user un lion ne mange pas que de la viande meme si c...est l...essentiel pour lui. donc cal... @url	0	french
@user @user alors deja ton ecriture pas francaise comprend rien. ensuite les meufs ca s'epile. e... @url	0	french
@user @user ni arabe ni noir ni musulmans ... cela ne peut pas être un acte terroriste mais une fusillade anti… @url	0	french
hier j'ai fini la saison 1 de punisher. je crois que je n'ai jamais vu autant de violence dans une série ou un… @url	0	french
#muslims #islamisation #grandremplacement… @url	1	french
@user ptddrr aym t'rappel du renois qui voulait nous vendre des faux. il s'appelait martine le batard @url	0	french
bon apres jsuis content que jai fais ca mtn jle referai plus mais ptdrrrr jsuis quel genre de mongol	0	french
avant la prison le point commun entre les terroristes c’est l’islam.	0	french
@user @user mdr sa ces les excuses prend le train et viens j’ai le temps m’attarde avec un minus de 16… @url	0	french
zizou ce sale arabe je le déteste c’est pas possible il se prends pour un influencer ou je ne sais quoi espèce de s… @url	1	french
@user lis surtout les papiers signés par @user @user et philippe leclercq. ne t'attarde p… @url	0	french
la seule différence que j'ai trouvé entre rich kid et famous dex c'est que famous dex est attardé sinon c'est la même merde	0	french
les renois et les rebeus qui créent la division entre les communautés devrait vous enfermer dans des goulags	1	french
alors naulleau debarque ? finie la posture de gauchiste intraitable ouvert sur la diversite culturelle et incap @url	0	french
@user oui et ne veut pas non plus des migrants islamo-africains !	1	french
@user oui c est vrai... les lyonnais ne sont pas racistes ils aiment bien les arabes regardez...@url	0	french
pour votre information bande de sale putes de #ede le mot marabout est un mot d'origine arabe et maraboutée est un… @url	0	french
@user @user @user alors que dans les pays occidentaux est tres friand de viande... @url	0	french
@user la logique des religieux : contre le droit à l’avortement mais contre la pma : « on veut que les enfan… @url	0	french
les #lrem et les gauchiste se défoulent sur @user qui ose parler de l'immigration comme un problème..	0	french
@user @user vous êtes justement l'esclave d'un terrorisme intellectuel communisme m'attaqué sous l… @url	0	french
c quoi ton type de mec — les rebeus @url	0	french
@user @user juste avec la bio du mec peut voir que c'est un gauchiste (in)soumis	0	french
c'est tres classique qu'apres une periode gauchiste un redressement s'effectue d'autant plus violent que la period @url	0	french
genre jai envoye seance dmuscu sur snap un gar dit ta mere sale arabe avc ton vieux chanteur en parlant de ch… @url	1	french
jviens de tomber sur un compte twitter c'est insane putain le mec c'est un attarde avec un balais sur la tete avec @url	0	french
la légende des darons renois en boîte est bel et bien vraie	0	french
dakar : des militaires français impliqués dans une rixe @url @user @url	0	french
@user @user @user ah ben si tu les méprise ça se voit sinon tu te battrais pas contre l’avortement.	0	french
@user @user @user suppression partiele de l isf (comme disait sarkozy-fillon un impot gauchiste st... @url	0	french
@user les rebeus soins comme nous	0	french
@user la lecture de ceci interroge grandement pour elle l’alcool est une des complications de la violence fa… @url	0	french
@user @user @user @user il des espece qui ce retrouve pas dans la nature et sans... @url	0	french
@user @user comme vous n'êtes pas juif vous êtes con et sale.	1	french
franchement j'ai regarder des reportage sur les renois qui vivent en corée ils tiennent pas du tout le même discour… @url	0	french
@user vive les rebeus @url	0	french
@user du coup pour l’attarde c’est celui qui émet un jugement ou celui qui juge sans avoir vu	0	french
@user @user @user peut aussi dire qu'on est totalement menacé de submersion invasion is… @url	0	french
: [@user @user le rapeur en cause qui le fils d'un migrant exactement les même droits il même bén… @url	0	french
violence domestique et femmes spirituelles: la violence domestique n’est généralement pas… @url	0	french
@user @user qu'est-ce qu'il ne faut pas lire franchement	0	french
« 3 milliard d'homme sur terre et tu t'attarde sur quelqu'un d'indeci » j’avoue pas mal celle-là..	0	french
est pas obligé d'être d'accord avec tout ce que dit @user mais «l'antisémitisme ce n'est pas que de l'hos… @url	0	french
ptdrrrr le sale arabe @url	0	french
l'attardé de moroni	0	french
@user @user @user elle permis en effet la reconnaissance du droit à l'#avortement le droit à l'… @url	0	french
@user @user @user mais c est l hiver putain!fait froid!	0	french
y’a deux renois elle sont venu s’asseoir juste à côté de moi alors que le train est vide wesh c quoi lprobleme	0	french
je viens de découvrir le mode nuit de twitter je suis vraiment une attardé	1	french
ensemble luttons contre les violences dans nos communautés	0	french
@user @user tant d'imbéciles ne réalisent pas à quel point l'invasion arabo-musulmane de l'europe peut être dangereuse.	1	french
putain de filous de renois qui conspirent à se faire insulter sur la place publique	0	french
et ça ce sont les entrées légales. les migrants viennent en plus. @url	0	french
@user je vois donc être contre l'avortement c'est être contre la liberté de la femme ? cela n'a aucun rapport… @url	0	french
@user les arabes reprochent mr messiha d'être un peu trop occidental dans son pays o_o si ça c'est pas du… @url	0	french
c'est quoi un bobo gauchiste — un mec qui se relaxe devant quotidien qui écoute du « jul » seulement pour se donne… @url	0	french
@user @user @user @user ah oui exact j...avais pas compris ton premier tweet 	0	french
@user @user @user Être musulman ne veut pas dire favoriser le terrorisme comme etre catho ne ve… @url	0	french
de toutes façons ça ne s'arretera jamais. chacun cherche le meilleur pour lui et il aura toujours des migrants.… @url	0	french
@user @user @user je m'attarde cependant quelque peu : et si vous laissiez les gens se faire leur pro… @url	0	french
40 années de laxisme gauchiste !!!! @url	1	french
@user brefffffffffff je m’attarde plus psq vous aller rester sur votre point de vue et moi sur le mien donc au revoir	1	french
@user @user regarde moi c’est les reubeux d’autres c’est les renois par contre blanc jsp mais ça dépend grave des meufs	0	french
moi j'ai personne à qui m'adresser pour réclamer. le voisin c'est un attardé puant et bruyant dans les administrat… @url	1	french
lol é de mongol #pas	0	french
#hapsatousy - #zemmour ou la parfaite illustration de ce que dénonce #zemmour : l'hystérie la dictature le terror… @url	1	french
feuilleton bêtisier (3)cohn bendit parlant de jlm un complotiste anti macronien normal vu sa formation trotzkiste… @url	1	french
@user @user je suis végétarienne et n'adhère pas à cette violence fait par le mouvement vegan chacun doit être libre respect svp	0	french
@user @user @user @user ah d’accord donc si t’es pas renoi ou rebeu tu ne peux pas donner… @url	0	french
quand demande un gauchiste d'argumenter  @url	0	french
bien des migrants vivaient aussi dans l'illégalité aux États-unis @url	0	french
@user @user d'accord le gauchiste.	0	french
@user les balkaniques font tout par la violence et la sauvagerie. ces peuples n'auront jamais la paix int… @url	1	french
journaliste extrapole encore «  voit qu’e.macron ne s’attarde pas sûrement de peur de se faire interpeller sur l… @url	0	french
etes-vous d’accord avec bernard kouchner qui dit que « nous devrions prendre plus de migrants » @url	0	french
@user mediapart islamo - gauchiste ? c est le titre la plenel ou j ai mal compris ?	0	french
@user jc pa jc juste que les anciens que jconnais les rebeux c raciste renois alr que ls anciens renois ils sen foutent	0	french
@user @user des petits gestes tout petits gestes	0	french
@user @user @user @user @user @user deformation bobo gauchiste... pa... @url	0	french
même en étant gauchiste pro migrants j'aurais baillé en lisant c…	0	french
@user mais encore ? un jour il faudra faire une étude sociologique sur le tropisme gauchiste / socialiste… @url	0	french
donc là vient vraiment de sortir dans la rue « t’es raciste sale arabe? » ? grenoble c épatant	1	french
nous savons tous que le terrorisme est politique et n rien avoir avec l islam	0	french
@user une cargaison de migrants de l aquarius ou autre payee' 14 000 euros minimum et vous macron soros v… @url	0	french
y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de... @url	0	french
@user mêler islam et violence de manière systémique voilà le but... qu ils utilisent le terme terrorisme... c… @url	0	french
confirmation..les migrants s'agglutinent à irun dans des gymnases espagnols en attendant de passer en france par la… @url	0	french
un mélange flou entre qqun empli d’amour et de violence le paradoxe à son paroxysme l’art pas pour sa beauté mai… @url	0	french
@user la théorie du deep state terme que trump ne renie pas reprend bien des canons de l'antisémitisme c… @url	0	french
le secours catholique ardent promoteur de l'ensauvagement et de l'islamisation de l'europe ! son catholicisme dévo… @url	1	french
@user les ultra-religieux n'ont rien contre le viol! mais contre l'avortement!	1	french
quand un renois n'a pas le temps avec les imbécillités...	0	french
je peux pas m'empecher de penser que c'est la meme mecanique qu'avec le faux compte gauchiste et provocateur @url	0	french
@user @user @user j'ai vu flou	0	french
il encore des gens en 2018 qui lâche des sale arabe de merde dans la rue et qui trouve ça normal. l'ignorance nous tuera tous.	1	french
carai matheus eh mongol demais	0	french
les sud-coréennes ne veulent pas de migrants ! @url via @user	1	french
@user jpense il s’y est pas attardé bc ça aurait pas intéressé grand monde (jcoco très peu de gens qui se pose… @url	0	french
mdr cest les renois ça. toute les cérémonie avant le mariage se passe la maison @url	0	french
@user @user commando marine gauchiste c'est triste	0	french
novembre au hourdel le soleil s’attarde les phoques en profitent nous aussi ! @url	0	french
#bresil exemple de #fakenews #gauchiste : ces sont les amerindiens eux-memes qui tuent les nouveaux-nes en les en @url	0	french
@user @user c’est déjà mieux que l’islamisation le grand remplacement est inévitable alors autant fai… @url	0	french
« moi je suis un africain je vais te pliÉ » @url	0	french
bensebaini quel gros mongol il mérite un beau pied bouche. #srfcpsg	1	french
ton style de gars? — encr ? les renois et métisses @url	0	french
@user @user @user un gauchiste ... donc un genie	0	french
c'est marrant c'est toujours les ménopausées et les hommes contre l'avortement @url	0	french
@user @user j'en parlais avec mon fils en 3eme public ..il dit c'est surtout entre noirs et arabes… @url	0	french
@user @user ah y'a de tout dans ce monde. il nous faut des cucks ayant des qi 2 chiffres ma... @url	0	french
@user encore les méchants blancs oppresseurs qui n'ont que ce qu'ils méritent. le logiciel gauchiste est resté… @url	1	french
@user et le racisme des blancs envers les noirs et arabe tellement été gommé france que même individuellem… @url	0	french
excellente démonstration de @user mais ce monsieur joffrin vaut-il la peine que l'on s'attarde sur ses torc… @url	0	french
@user @user espérons néanmoinsil se ferait violence en prenant son argent qu'il pouvait réclamer par… @url	0	french
@user @user @user @user le vrai danger de l'islam c'est la gauche je peux te le garantir	0	french
@user nous sommes des arabes au maghreb el arabi même si la propagande occidentale de malheur bas son plein !… @url	0	french
du coup tu es contre l'avortement ? — non je suis pour @url	0	french
ce sont des migrants finlandais aveugle ! @url	1	french
@user si vous voulez mon avis le patient mike doit canaliser tout son amour sous forme de violence...	0	french
c’est bien une gauchiste	1	french
et ça ne dérange personne que l'on parque les migrants comme du bétail ???? @url	0	french
@user mdrrrrrr bah ouais m’a dit vous êtes énormément en licence street mais asquip y’a priorité aux rebeu et… @url	0	french
@user @user j’en ai prix au bled mais tu peut le trouver au marcher ou bien dans des épiceries arabe/renois	0	french
@user @user oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas… @url	0	french
voilà pourquoi le problème des noirs et des arabes en france il finira jamais est trop diviser wesh des que y’a… @url	0	french
naza mongol te po na banda ko seka seka kk boyer s…	0	french
@user @user @user je te parle par rapport à au protestantism tu dit que nous mélangions du polythéism… @url	0	french
@user non à la dictature de la pensée non au terrorisme intellectuel. oui à la liberté d'expression de conscience et d'opinion.	0	french
lui c le genre de mec qui finit au tribunal pour violence conjugale @url	0	french
@user @user @user les bonnes larmes de gauchiste	0	french
@user @user @user @user ils mangent pas de porc parce que quand il les tuaie... @url	0	french
@user @user maniaseries: «4 blocks» explore le monde brutal des clans mafieux arabes berlinois à la…… @url	0	french
.@user va débloquer 80 millions de dollars pour les #réfugiés et les communautés d’accueil au #niger	0	french
@user e r c	0	french
